Combination,Noise Level,Mean,Std Dev,CV
5,0.47000000000000003,0.0,0.0,0.0
6,0.47000000000000003,0.0,0.0,0.0
7,0.47000000000000003,0.0,0.0,0.0
8,0.47000000000000003,0.0,0.0,0.0
9,0.47000000000000003,0.0,0.0,0.0
10,0.47000000000000003,0.0,0.0,0.0
11,0.47000000000000003,0.0,0.0,0.0
12,0.47000000000000003,0.0,0.0,0.0
13,0.47000000000000003,0.0,0.0,0.0
14,0.47000000000000003,0.0,0.0,0.0
15,0.47000000000000003,0.0,0.0,0.0
0,0.48,0.0,0.0,0.0
1,0.48,0.0,0.0,0.0
2,0.48,0.0,0.0,0.0
3,0.48,0.0,0.0,0.0
4,0.48,0.0,0.0,0.0
5,0.48,0.0,0.0,0.0
6,0.48,0.0,0.0,0.0
7,0.48,0.0,0.0,0.0
8,0.48,0.0,0.0,0.0
9,0.48,0.0,0.0,0.0
10,0.48,0.0,0.0,0.0
11,0.48,0.0,0.0,0.0
12,0.48,0.0,0.0,0.0
13,0.48,0.0,0.0,0.0
14,0.48,0.0,0.0,0.0
15,0.48,0.0,0.0,0.0
0,0.49,0.0,0.0,0.0
1,0.49,0.0,0.0,0.0
2,0.49,0.0,0.0,0.0
3,0.49,0.0,0.0,0.0
4,0.49,0.0,0.0,0.0
5,0.49,0.0,0.0,0.0
6,0.49,0.0,0.0,0.0
7,0.49,0.0,0.0,0.0
8,0.49,0.0,0.0,0.0
9,0.49,0.0,0.0,0.0
10,0.49,0.0,0.0,0.0
11,0.49,0.0,0.0,0.0
12,0.49,0.0,0.0,0.0
13,0.49,0.0,0.0,0.0
14,0.49,0.0,0.0,0.0
15,0.49,0.0,0.0,0.0
0,0.5,0.0,0.0,0.0
1,0.5,0.0,0.0,0.0
2,0.5,0.0,0.0,0.0
3,0.5,0.0,0.0,0.0
4,0.5,0.0,0.0,0.0
5,0.5,0.0,0.0,0.0
6,0.5,0.0,0.0,0.0
7,0.5,0.0,0.0,0.0
8,0.5,0.0,0.0,0.0
9,0.5,0.0,0.0,0.0
10,0.5,0.0,0.0,0.0
11,0.5,0.0,0.0,0.0
12,0.5,0.0,0.0,0.0
13,0.5,0.0,0.0,0.0
14,0.5,0.0,0.0,0.0
15,0.5,0.45,1.9615045245933034,4.35889797489668
0,0.51,0.0,0.0,0.0
1,0.51,0.0,0.0,0.0
2,0.51,0.0,0.0,0.0
3,0.51,0.0,0.0,0.0
4,0.51,0.0,0.0,0.0
5,0.51,0.0,0.0,0.0
6,0.51,0.0,0.0,0.0
7,0.51,0.0,0.0,0.0
8,0.51,0.0,0.0,0.0
9,0.51,0.0,0.0,0.0
10,0.51,0.0,0.0,0.0
11,0.51,0.0,0.0,0.0
12,0.51,0.0,0.0,0.0
13,0.51,0.0,0.0,0.0
14,0.51,0.0,0.0,0.0
15,0.51,0.0,0.0,0.0
0,0.52,0.0,0.0,0.0
1,0.52,0.0,0.0,0.0
2,0.52,0.0,0.0,0.0
3,0.52,0.0,0.0,0.0
4,0.52,0.0,0.0,0.0
5,0.52,0.0,0.0,0.0
6,0.52,0.0,0.0,0.0
7,0.52,0.0,0.0,0.0
8,0.52,0.0,0.0,0.0
9,0.52,0.0,0.0,0.0
10,0.52,0.0,0.0,0.0
11,0.52,0.0,0.0,0.0
12,0.52,0.0,0.0,0.0
13,0.52,0.0,0.0,0.0
14,0.52,0.0,0.0,0.0
15,0.52,0.0,0.0,0.0
0,0.53,0.0,0.0,0.0
1,0.53,0.0,0.0,0.0
2,0.53,0.0,0.0,0.0
3,0.53,0.0,0.0,0.0
4,0.53,0.0,0.0,0.0
5,0.53,0.0,0.0,0.0
6,0.53,0.0,0.0,0.0
7,0.53,0.0,0.0,0.0
8,0.53,0.0,0.0,0.0
9,0.53,0.0,0.0,0.0
10,0.53,0.0,0.0,0.0
11,0.53,0.0,0.0,0.0
12,0.53,0.0,0.0,0.0
13,0.53,0.0,0.0,0.0
14,0.53,0.0,0.0,0.0
15,0.53,0.0,0.0,0.0
0,0.54,0.0,0.0,0.0
1,0.54,0.0,0.0,0.0
2,0.54,0.0,0.0,0.0
3,0.54,0.0,0.0,0.0
4,0.54,0.0,0.0,0.0
5,0.54,0.0,0.0,0.0
6,0.54,0.0,0.0,0.0
7,0.54,0.0,0.0,0.0
8,0.54,0.0,0.0,0.0
9,0.54,0.0,0.0,0.0
10,0.54,0.0,0.0,0.0
11,0.54,0.0,0.0,0.0
12,0.54,0.0,0.0,0.0
13,0.54,0.0,0.0,0.0
14,0.54,0.0,0.0,0.0
15,0.54,0.0,0.0,0.0
0,0.55,0.0,0.0,0.0
1,0.55,0.0,0.0,0.0
2,0.55,0.0,0.0,0.0
3,0.55,0.0,0.0,0.0
4,0.55,0.0,0.0,0.0
5,0.55,0.0,0.0,0.0
6,0.55,0.0,0.0,0.0
7,0.55,0.0,0.0,0.0
8,0.55,0.0,0.0,0.0
9,0.55,0.0,0.0,0.0
10,0.55,0.0,0.0,0.0
11,0.55,0.0,0.0,0.0
12,0.55,0.0,0.0,0.0
13,0.55,0.0,0.0,0.0
14,0.55,0.0,0.0,0.0
15,0.55,0.0,0.0,0.0
0,0.56,0.0,0.0,0.0
1,0.56,0.0,0.0,0.0
2,0.56,0.0,0.0,0.0
3,0.56,0.0,0.0,0.0
4,0.56,0.0,0.0,0.0
5,0.56,0.0,0.0,0.0
6,0.56,0.0,0.0,0.0
7,0.56,0.0,0.0,0.0
8,0.56,0.0,0.0,0.0
9,0.56,0.0,0.0,0.0
10,0.56,0.0,0.0,0.0
11,0.56,0.0,0.0,0.0
12,0.56,0.0,0.0,0.0
13,0.56,0.0,0.0,0.0
14,0.56,0.0,0.0,0.0
15,0.56,0.0,0.0,0.0
0,0.5700000000000001,0.0,0.0,0.0
1,0.5700000000000001,0.0,0.0,0.0
2,0.5700000000000001,0.0,0.0,0.0
3,0.5700000000000001,0.0,0.0,0.0
4,0.5700000000000001,0.0,0.0,0.0
5,0.5700000000000001,0.0,0.0,0.0
6,0.5700000000000001,0.0,0.0,0.0
7,0.5700000000000001,0.0,0.0,0.0
8,0.5700000000000001,0.0,0.0,0.0
9,0.5700000000000001,0.0,0.0,0.0
10,0.5700000000000001,0.0,0.0,0.0
11,0.5700000000000001,0.0,0.0,0.0
12,0.5700000000000001,0.0,0.0,0.0
13,0.5700000000000001,0.0,0.0,0.0
14,0.5700000000000001,0.0,0.0,0.0
15,0.5700000000000001,0.0,0.0,0.0
0,0.58,0.0,0.0,0.0
1,0.58,0.0,0.0,0.0
2,0.58,0.0,0.0,0.0
3,0.58,0.0,0.0,0.0
4,0.58,0.0,0.0,0.0
5,0.58,0.0,0.0,0.0
6,0.58,0.0,0.0,0.0
7,0.58,0.0,0.0,0.0
8,0.58,0.0,0.0,0.0
9,0.58,0.0,0.0,0.0
10,0.58,0.0,0.0,0.0
11,0.58,0.0,0.0,0.0
12,0.58,0.0,0.0,0.0
13,0.58,0.0,0.0,0.0
14,0.58,0.0,0.0,0.0
15,0.58,0.0,0.0,0.0
0,0.59,0.0,0.0,0.0
1,0.59,0.0,0.0,0.0
2,0.59,0.0,0.0,0.0
3,0.59,0.0,0.0,0.0
4,0.59,0.0,0.0,0.0
5,0.59,0.0,0.0,0.0
6,0.59,0.0,0.0,0.0
7,0.59,0.0,0.0,0.0
8,0.59,0.0,0.0,0.0
9,0.59,0.0,0.0,0.0
10,0.59,0.0,0.0,0.0
11,0.59,0.0,0.0,0.0
12,0.59,0.0,0.0,0.0
13,0.59,0.0,0.0,0.0
14,0.59,0.0,0.0,0.0
15,0.59,0.0,0.0,0.0
0,0.6,0.0,0.0,0.0
1,0.6,0.0,0.0,0.0
2,0.6,0.0,0.0,0.0
3,0.6,0.0,0.0,0.0
4,0.6,0.0,0.0,0.0
5,0.6,0.0,0.0,0.0
6,0.6,0.0,0.0,0.0
7,0.6,0.0,0.0,0.0
8,0.6,0.0,0.0,0.0
9,0.6,0.0,0.0,0.0
10,0.6,0.0,0.0,0.0
11,0.6,0.0,0.0,0.0
12,0.6,0.0,0.0,0.0
13,0.6,0.0,0.0,0.0
14,0.6,0.0,0.0,0.0
15,0.6,0.0,0.0,0.0
0,0.61,0.0,0.0,0.0
1,0.61,0.0,0.0,0.0
2,0.61,0.0,0.0,0.0
3,0.61,0.0,0.0,0.0
4,0.61,0.0,0.0,0.0
5,0.61,0.0,0.0,0.0
6,0.61,0.0,0.0,0.0
7,0.61,0.0,0.0,0.0
8,0.61,0.0,0.0,0.0
9,0.61,0.0,0.0,0.0
10,0.61,0.0,0.0,0.0
11,0.61,0.0,0.0,0.0
12,0.61,0.0,0.0,0.0
13,0.61,0.0,0.0,0.0
14,0.61,0.0,0.0,0.0
15,0.61,0.0,0.0,0.0
0,0.62,0.0,0.0,0.0
1,0.62,0.0,0.0,0.0
2,0.62,0.0,0.0,0.0
3,0.62,0.0,0.0,0.0
4,0.62,0.0,0.0,0.0
5,0.62,0.0,0.0,0.0
6,0.62,0.0,0.0,0.0
7,0.62,0.0,0.0,0.0
8,0.62,0.0,0.0,0.0
9,0.62,0.0,0.0,0.0
10,0.62,0.0,0.0,0.0
11,0.62,0.0,0.0,0.0
12,0.62,0.0,0.0,0.0
13,0.62,0.0,0.0,0.0
14,0.62,0.0,0.0,0.0
15,0.62,0.0,0.0,0.0
0,0.63,0.0,0.0,0.0
1,0.63,0.0,0.0,0.0
2,0.63,0.0,0.0,0.0
3,0.63,0.0,0.0,0.0
4,0.63,0.0,0.0,0.0
5,0.63,0.0,0.0,0.0
6,0.63,0.0,0.0,0.0
7,0.63,0.0,0.0,0.0
8,0.63,0.0,0.0,0.0
9,0.63,0.0,0.0,0.0
10,0.63,0.0,0.0,0.0
11,0.63,0.0,0.0,0.0
12,0.63,0.0,0.0,0.0
13,0.63,0.0,0.0,0.0
14,0.63,0.0,0.0,0.0
15,0.63,0.0,0.0,0.0
0,0.64,0.0,0.0,0.0
1,0.64,0.0,0.0,0.0
2,0.64,0.0,0.0,0.0
3,0.64,0.0,0.0,0.0
4,0.64,0.0,0.0,0.0
5,0.64,0.0,0.0,0.0
6,0.64,0.0,0.0,0.0
7,0.64,0.0,0.0,0.0
8,0.64,0.0,0.0,0.0
9,0.64,0.0,0.0,0.0
10,0.64,0.0,0.0,0.0
11,0.64,0.0,0.0,0.0
12,0.64,0.0,0.0,0.0
13,0.64,0.0,0.0,0.0
14,0.64,0.0,0.0,0.0
15,0.64,0.0,0.0,0.0
0,0.65,0.0,0.0,0.0
1,0.65,0.0,0.0,0.0
2,0.65,0.0,0.0,0.0
3,0.65,0.0,0.0,0.0
4,0.65,0.0,0.0,0.0
5,0.65,0.0,0.0,0.0
6,0.65,0.0,0.0,0.0
7,0.65,0.0,0.0,0.0
8,0.65,0.0,0.0,0.0
9,0.65,0.0,0.0,0.0
10,0.65,0.0,0.0,0.0
11,0.65,0.0,0.0,0.0
12,0.65,0.0,0.0,0.0
13,0.65,0.0,0.0,0.0
14,0.65,0.0,0.0,0.0
15,0.65,0.0,0.0,0.0
0,0.66,0.0,0.0,0.0
1,0.66,0.0,0.0,0.0
2,0.66,0.0,0.0,0.0
3,0.66,0.0,0.0,0.0
4,0.66,0.0,0.0,0.0
5,0.66,0.0,0.0,0.0
6,0.66,0.0,0.0,0.0
7,0.66,0.0,0.0,0.0
8,0.66,0.0,0.0,0.0
9,0.66,0.0,0.0,0.0
10,0.66,0.0,0.0,0.0
11,0.66,0.0,0.0,0.0
12,0.66,0.0,0.0,0.0
13,0.66,0.0,0.0,0.0
14,0.66,0.0,0.0,0.0
15,0.66,0.0,0.0,0.0
0,0.67,0.0,0.0,0.0
1,0.67,0.0,0.0,0.0
2,0.67,0.0,0.0,0.0
3,0.67,0.0,0.0,0.0
4,0.67,0.0,0.0,0.0
5,0.67,0.0,0.0,0.0
6,0.67,0.0,0.0,0.0
7,0.67,0.0,0.0,0.0
8,0.67,0.0,0.0,0.0
9,0.67,0.0,0.0,0.0
10,0.67,0.0,0.0,0.0
11,0.67,0.0,0.0,0.0
12,0.67,0.0,0.0,0.0
13,0.67,0.0,0.0,0.0
14,0.67,0.0,0.0,0.0
15,0.67,0.0,0.0,0.0
0,0.68,0.0,0.0,0.0
1,0.68,0.0,0.0,0.0
2,0.68,0.0,0.0,0.0
3,0.68,0.0,0.0,0.0
4,0.68,0.0,0.0,0.0
5,0.68,0.0,0.0,0.0
6,0.68,0.0,0.0,0.0
7,0.68,0.0,0.0,0.0
8,0.68,0.0,0.0,0.0
9,0.68,0.0,0.0,0.0
10,0.68,0.0,0.0,0.0
11,0.68,0.0,0.0,0.0
12,0.68,0.0,0.0,0.0
13,0.68,0.0,0.0,0.0
14,0.68,0.0,0.0,0.0
15,0.68,0.0,0.0,0.0
0,0.6900000000000001,0.0,0.0,0.0
1,0.6900000000000001,0.0,0.0,0.0
2,0.6900000000000001,0.0,0.0,0.0
3,0.6900000000000001,0.0,0.0,0.0
4,0.6900000000000001,0.0,0.0,0.0
5,0.6900000000000001,0.0,0.0,0.0
6,0.6900000000000001,0.0,0.0,0.0
7,0.6900000000000001,0.0,0.0,0.0
8,0.6900000000000001,0.0,0.0,0.0
9,0.6900000000000001,0.0,0.0,0.0
10,0.6900000000000001,0.0,0.0,0.0
11,0.6900000000000001,0.0,0.0,0.0
12,0.6900000000000001,0.0,0.0,0.0
13,0.6900000000000001,0.0,0.0,0.0
14,0.6900000000000001,0.0,0.0,0.0
15,0.6900000000000001,0.0,0.0,0.0
0,0.7000000000000001,0.0,0.0,0.0
1,0.7000000000000001,0.0,0.0,0.0
2,0.7000000000000001,0.0,0.0,0.0
3,0.7000000000000001,0.0,0.0,0.0
4,0.7000000000000001,0.0,0.0,0.0
5,0.7000000000000001,0.0,0.0,0.0
6,0.7000000000000001,0.0,0.0,0.0
7,0.7000000000000001,0.0,0.0,0.0
8,0.7000000000000001,0.0,0.0,0.0
9,0.7000000000000001,0.0,0.0,0.0
10,0.7000000000000001,0.0,0.0,0.0
11,0.7000000000000001,0.0,0.0,0.0
12,0.7000000000000001,0.0,0.0,0.0
13,0.7000000000000001,0.0,0.0,0.0
14,0.7000000000000001,0.0,0.0,0.0
15,0.7000000000000001,0.0,0.0,0.0
0,0.71,0.0,0.0,0.0
1,0.71,0.0,0.0,0.0
2,0.71,0.0,0.0,0.0
3,0.71,0.0,0.0,0.0
4,0.71,0.0,0.0,0.0
5,0.71,0.0,0.0,0.0
6,0.71,0.0,0.0,0.0
7,0.71,0.0,0.0,0.0
8,0.71,0.0,0.0,0.0
9,0.71,0.0,0.0,0.0
10,0.71,0.0,0.0,0.0
11,0.71,0.0,0.0,0.0
12,0.71,0.0,0.0,0.0
13,0.71,0.0,0.0,0.0
14,0.71,0.0,0.0,0.0
15,0.71,0.0,0.0,0.0
0,0.72,0.0,0.0,0.0
1,0.72,0.0,0.0,0.0
2,0.72,0.0,0.0,0.0
3,0.72,0.0,0.0,0.0
4,0.72,0.0,0.0,0.0
5,0.72,0.0,0.0,0.0
6,0.72,0.0,0.0,0.0
7,0.72,0.0,0.0,0.0
8,0.72,0.0,0.0,0.0
9,0.72,0.0,0.0,0.0
10,0.72,0.0,0.0,0.0
11,0.72,0.0,0.0,0.0
12,0.72,0.0,0.0,0.0
13,0.72,0.0,0.0,0.0
14,0.72,0.0,0.0,0.0
15,0.72,0.0,0.0,0.0
0,0.73,0.0,0.0,0.0
1,0.73,0.0,0.0,0.0
2,0.73,0.0,0.0,0.0
3,0.73,0.0,0.0,0.0
4,0.73,0.0,0.0,0.0
5,0.73,0.0,0.0,0.0
6,0.73,0.0,0.0,0.0
7,0.73,0.0,0.0,0.0
8,0.73,0.0,0.0,0.0
9,0.73,0.0,0.0,0.0
10,0.73,0.0,0.0,0.0
11,0.73,0.0,0.0,0.0
12,0.73,0.0,0.0,0.0
13,0.73,0.0,0.0,0.0
14,0.73,0.0,0.0,0.0
15,0.73,0.0,0.0,0.0
0,0.74,0.0,0.0,0.0
1,0.74,0.0,0.0,0.0
2,0.74,0.0,0.0,0.0
3,0.74,0.0,0.0,0.0
4,0.74,0.0,0.0,0.0
5,0.74,0.0,0.0,0.0
6,0.74,0.0,0.0,0.0
7,0.74,0.0,0.0,0.0
8,0.74,0.0,0.0,0.0
9,0.74,0.0,0.0,0.0
10,0.74,0.0,0.0,0.0
11,0.74,0.0,0.0,0.0
12,0.74,0.0,0.0,0.0
13,0.74,0.0,0.0,0.0
14,0.74,0.0,0.0,0.0
15,0.74,0.0,0.0,0.0
0,0.75,0.0,0.0,0.0
1,0.75,0.0,0.0,0.0
2,0.75,0.0,0.0,0.0
3,0.75,0.0,0.0,0.0
4,0.75,0.0,0.0,0.0
5,0.75,0.0,0.0,0.0
6,0.75,0.0,0.0,0.0
7,0.75,0.6,2.6153393661244047,4.3588982170576385
8,0.75,0.0,0.0,0.0
9,0.75,0.0,0.0,0.0
10,0.75,0.0,0.0,0.0
11,0.75,0.0,0.0,0.0
12,0.75,0.0,0.0,0.0
13,0.75,0.0,0.0,0.0
14,0.75,0.0,0.0,0.0
15,0.75,0.0,0.0,0.0
0,0.76,0.0,0.0,0.0
1,0.76,0.0,0.0,0.0
2,0.76,0.0,0.0,0.0
3,0.76,0.0,0.0,0.0
4,0.76,0.0,0.0,0.0
5,0.76,0.0,0.0,0.0
6,0.76,0.0,0.0,0.0
7,0.76,0.0,0.0,0.0
8,0.76,0.0,0.0,0.0
9,0.76,0.0,0.0,0.0
10,0.76,0.0,0.0,0.0
11,0.76,0.0,0.0,0.0
12,0.76,0.0,0.0,0.0
13,0.76,0.0,0.0,0.0
14,0.76,0.0,0.0,0.0
15,0.76,0.0,0.0,0.0
0,0.77,0.0,0.0,0.0
1,0.77,0.0,0.0,0.0
2,0.77,0.0,0.0,0.0
3,0.77,0.0,0.0,0.0
4,0.77,0.0,0.0,0.0
5,0.77,0.0,0.0,0.0
6,0.77,0.0,0.0,0.0
7,0.77,0.0,0.0,0.0
8,0.77,0.0,0.0,0.0
9,0.77,0.0,0.0,0.0
10,0.77,0.0,0.0,0.0
11,0.77,0.0,0.0,0.0
12,0.77,0.0,0.0,0.0
13,0.77,0.0,0.0,0.0
14,0.77,0.0,0.0,0.0
15,0.77,0.0,0.0,0.0
0,0.78,0.0,0.0,0.0
1,0.78,0.0,0.0,0.0
2,0.78,0.0,0.0,0.0
3,0.78,0.0,0.0,0.0
4,0.78,0.0,0.0,0.0
5,0.78,0.0,0.0,0.0
6,0.78,0.0,0.0,0.0
7,0.78,0.0,0.0,0.0
8,0.78,0.0,0.0,0.0
9,0.78,0.0,0.0,0.0
10,0.78,0.0,0.0,0.0
11,0.78,0.0,0.0,0.0
12,0.78,0.0,0.0,0.0
13,0.78,0.0,0.0,0.0
14,0.78,0.0,0.0,0.0
15,0.78,0.0,0.0,0.0
0,0.79,0.0,0.0,0.0
1,0.79,0.0,0.0,0.0
2,0.79,0.0,0.0,0.0
3,0.79,0.0,0.0,0.0
4,0.79,0.0,0.0,0.0
5,0.79,0.0,0.0,0.0
6,0.79,0.0,0.0,0.0
7,0.79,0.0,0.0,0.0
8,0.79,0.0,0.0,0.0
9,0.79,0.0,0.0,0.0
10,0.79,0.0,0.0,0.0
11,0.79,0.0,0.0,0.0
12,0.79,0.0,0.0,0.0
13,0.79,0.0,0.0,0.0
14,0.79,0.0,0.0,0.0
15,0.79,0.0,0.0,0.0
0,0.8,0.0,0.0,0.0
1,0.8,0.0,0.0,0.0
2,0.8,0.0,0.0,0.0
3,0.8,0.0,0.0,0.0
4,0.8,0.0,0.0,0.0
5,0.8,0.0,0.0,0.0
6,0.8,0.0,0.0,0.0
7,0.8,0.0,0.0,0.0
8,0.8,0.0,0.0,0.0
9,0.8,0.0,0.0,0.0
10,0.8,0.0,0.0,0.0
11,0.8,0.0,0.0,0.0
12,0.8,0.0,0.0,0.0
13,0.8,0.0,0.0,0.0
14,0.8,0.0,0.0,0.0
15,0.8,0.0,0.0,0.0
0,0.81,0.0,0.0,0.0
1,0.81,0.0,0.0,0.0
2,0.81,0.0,0.0,0.0
3,0.81,0.0,0.0,0.0
4,0.81,0.0,0.0,0.0
5,0.81,0.0,0.0,0.0
6,0.81,0.0,0.0,0.0
7,0.81,0.0,0.0,0.0
8,0.81,0.0,0.0,0.0
9,0.81,0.0,0.0,0.0
10,0.81,0.0,0.0,0.0
11,0.81,0.0,0.0,0.0
12,0.81,0.0,0.0,0.0
13,0.81,0.0,0.0,0.0
14,0.81,0.0,0.0,0.0
15,0.81,0.0,0.0,0.0
0,0.8200000000000001,0.0,0.0,0.0
1,0.8200000000000001,0.0,0.0,0.0
2,0.8200000000000001,0.0,0.0,0.0
3,0.8200000000000001,0.0,0.0,0.0
4,0.8200000000000001,0.0,0.0,0.0
5,0.8200000000000001,0.0,0.0,0.0
6,0.8200000000000001,0.0,0.0,0.0
7,0.8200000000000001,0.0,0.0,0.0
8,0.8200000000000001,0.0,0.0,0.0
9,0.8200000000000001,0.0,0.0,0.0
10,0.8200000000000001,0.0,0.0,0.0
11,0.8200000000000001,0.0,0.0,0.0
12,0.8200000000000001,0.0,0.0,0.0
13,0.8200000000000001,0.0,0.0,0.0
14,0.8200000000000001,0.0,0.0,0.0
15,0.8200000000000001,0.0,0.0,0.0
0,0.8300000000000001,0.0,0.0,0.0
1,0.8300000000000001,0.0,0.0,0.0
2,0.8300000000000001,0.0,0.0,0.0
3,0.8300000000000001,0.0,0.0,0.0
4,0.8300000000000001,0.0,0.0,0.0
5,0.8300000000000001,0.0,0.0,0.0
6,0.8300000000000001,0.0,0.0,0.0
7,0.8300000000000001,0.0,0.0,0.0
8,0.8300000000000001,0.0,0.0,0.0
9,0.8300000000000001,0.0,0.0,0.0
10,0.8300000000000001,0.0,0.0,0.0
11,0.8300000000000001,0.0,0.0,0.0
12,0.8300000000000001,0.0,0.0,0.0
13,0.8300000000000001,0.0,0.0,0.0
14,0.8300000000000001,0.0,0.0,0.0
15,0.8300000000000001,0.0,0.0,0.0
0,0.84,0.0,0.0,0.0
1,0.84,0.0,0.0,0.0
2,0.84,0.0,0.0,0.0
3,0.84,0.0,0.0,0.0
4,0.84,0.0,0.0,0.0
5,0.84,0.0,0.0,0.0
6,0.84,0.0,0.0,0.0
7,0.84,0.0,0.0,0.0
8,0.84,0.0,0.0,0.0
9,0.84,0.0,0.0,0.0
10,0.84,0.0,0.0,0.0
11,0.84,1.75,5.365398400864562,3.065941768154506
12,0.84,0.0,0.0,0.0
13,0.84,0.0,0.0,0.0
14,0.84,0.0,0.0,0.0
15,0.84,0.0,0.0,0.0
0,0.85,0.0,0.0,0.0
1,0.85,0.0,0.0,0.0
2,0.85,0.0,0.0,0.0
3,0.85,0.0,0.0,0.0
4,0.85,0.0,0.0,0.0
5,0.85,0.0,0.0,0.0
6,0.85,0.0,0.0,0.0
7,0.85,0.0,0.0,0.0
8,0.85,0.0,0.0,0.0
9,0.85,0.0,0.0,0.0
10,0.85,0.2,0.8717797887081346,4.35889676409229
11,0.85,0.0,0.0,0.0
12,0.85,0.0,0.0,0.0
13,0.85,0.0,0.0,0.0
14,0.85,0.0,0.0,0.0
15,0.85,0.0,0.0,0.0
0,0.86,0.0,0.0,0.0
1,0.86,0.0,0.0,0.0
2,0.86,0.0,0.0,0.0
3,0.86,1.6,6.974238309665077,4.358898671109506
4,0.86,0.0,0.0,0.0
5,0.86,0.0,0.0,0.0
6,0.86,0.0,0.0,0.0
7,0.86,0.0,0.0,0.0
8,0.86,0.0,0.0,0.0
9,0.86,0.0,0.0,0.0
10,0.86,0.0,0.0,0.0
11,0.86,0.0,0.0,0.0
12,0.86,0.0,0.0,0.0
13,0.86,0.0,0.0,0.0
14,0.86,0.0,0.0,0.0
15,0.86,3.55,15.47409124956939,4.358898820754791
0,0.87,0.0,0.0,0.0
1,0.87,0.0,0.0,0.0
2,0.87,0.0,0.0,0.0
3,0.87,0.0,0.0,0.0
4,0.87,0.0,0.0,0.0
5,0.87,0.0,0.0,0.0
6,0.87,0.0,0.0,0.0
7,0.87,0.0,0.0,0.0
8,0.87,0.0,0.0,0.0
9,0.87,0.0,0.0,0.0
10,0.87,0.0,0.0,0.0
11,0.87,0.0,0.0,0.0
12,0.87,0.0,0.0,0.0
13,0.87,0.0,0.0,0.0
14,0.87,0.0,0.0,0.0
15,0.87,0.0,0.0,0.0
0,0.88,0.0,0.0,0.0
1,0.88,0.0,0.0,0.0
2,0.88,0.0,0.0,0.0
3,0.88,0.0,0.0,0.0
4,0.88,0.0,0.0,0.0
5,0.88,0.0,0.0,0.0
6,0.88,0.0,0.0,0.0
7,0.88,0.0,0.0,0.0
8,0.88,0.0,0.0,0.0
9,0.88,0.0,0.0,0.0
10,0.88,0.0,0.0,0.0
11,0.88,0.0,0.0,0.0
12,0.88,0.0,0.0,0.0
13,0.88,0.0,0.0,0.0
14,0.88,0.0,0.0,0.0
15,0.88,1.2,5.230678732248809,4.358898580299126
0,0.89,0.0,0.0,0.0
1,0.89,0.0,0.0,0.0
2,0.89,0.0,0.0,0.0
3,0.89,1.2,5.230678732248809,4.358898580299126
4,0.89,0.0,0.0,0.0
5,0.89,0.0,0.0,0.0
6,0.89,0.0,0.0,0.0
7,0.89,0.0,0.0,0.0
8,0.89,0.0,0.0,0.0
9,0.89,0.0,0.0,0.0
10,0.89,0.0,0.0,0.0
11,0.89,0.0,0.0,0.0
12,0.89,0.0,0.0,0.0
13,0.89,0.0,0.0,0.0
14,0.89,0.0,0.0,0.0
15,0.89,0.0,0.0,0.0
0,0.9,0.0,0.0,0.0
1,0.9,0.0,0.0,0.0
2,0.9,0.0,0.0,0.0
3,0.9,0.0,0.0,0.0
4,0.9,0.0,0.0,0.0
5,0.9,0.0,0.0,0.0
6,0.9,0.45,1.9615045245933032,4.358897974896679
7,0.9,0.85,3.08666486681013,3.6313700043213295
8,0.9,0.0,0.0,0.0
9,0.9,0.0,0.0,0.0
10,0.9,0.0,0.0,0.0
11,0.9,0.0,0.0,0.0
12,0.9,0.0,0.0,0.0
13,0.9,0.0,0.0,0.0
14,0.9,0.0,0.0,0.0
15,0.9,0.0,0.0,0.0
0,0.91,0.0,0.0,0.0
1,0.91,0.0,0.0,0.0
2,0.91,0.0,0.0,0.0
3,0.91,0.0,0.0,0.0
4,0.91,0.0,0.0,0.0
5,0.91,0.0,0.0,0.0
6,0.91,0.45,1.9615045245933034,4.35889797489668
7,0.91,0.0,0.0,0.0
8,0.91,0.0,0.0,0.0
9,0.91,0.0,0.0,0.0
10,0.91,0.0,0.0,0.0
11,0.91,1.75,7.628073151196179,4.358898694460748
12,0.91,0.0,0.0,0.0
13,0.91,0.0,0.0,0.0
14,0.91,0.0,0.0,0.0
15,0.91,0.0,0.0,0.0
0,0.92,0.0,0.0,0.0
1,0.92,0.0,0.0,0.0
2,0.92,0.0,0.0,0.0
3,0.92,0.0,0.0,0.0
4,0.92,0.0,0.0,0.0
5,0.92,0.0,0.0,0.0
6,0.92,0.0,0.0,0.0
7,0.92,0.0,0.0,0.0
8,0.92,0.0,0.0,0.0
9,0.92,0.0,0.0,0.0
10,0.92,3.15,13.730531672153123,4.3588988051629345
11,0.92,0.0,0.0,0.0
12,0.92,0.0,0.0,0.0
13,0.92,0.0,0.0,0.0
14,0.92,1.35,5.884513573779908,4.358898620659293
15,0.92,0.0,0.0,0.0
0,0.93,0.0,0.0,0.0
1,0.93,0.0,0.0,0.0
2,0.93,0.0,0.0,0.0
3,0.93,0.0,0.0,0.0
4,0.93,0.0,0.0,0.0
5,0.93,0.0,0.0,0.0
6,0.93,1.2,5.230678732248809,4.358898580299126
7,0.93,0.0,0.0,0.0
8,0.93,0.0,0.0,0.0
9,0.93,0.0,0.0,0.0
10,0.93,0.0,0.0,0.0
11,0.93,0.8,3.4871191548325386,4.358898398678374
